GISYEARJOIN,IDyear_x,LAT,LON,AREA,Nviolations,Was complaint,Inspection Number,CrimeIsArson,CrimeIsOther,Structure_fire,Vehicle_fire,External_fire,Year Property Built,Assessed Land Value,Number of Units,Lot Area,COMH,COMM,COMO,COMR,GOVT,IND,MISC,MRES,SRES,UnkownUseType,A,B,C,D,S,H7X001,H7X002,H7X003,H7X004,H7X005,H7X006,H7X007,H7X008,H8C001,H8C002,H8C003,H8C004,H8C005,H8C006,H8C007,H8C008,H8C009,IFC001,IFF001,IFF002,IFF003,IFF004,Urban,SF_pred,VF_pred,EF_pred,minyr,maxyr,sdyr,resunits
G060075002320010042016,2016,37.7295696,-122.39063529999999,17266.0,0.0,0.0,1.0,0.0,29.0,0.0,0.0,0.0,1920.1,221779.25,1.1,2767.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.925,0.0,0.0,0.0,0.0,0.975,0.025,210,25,64,1,47,0,48,25,51,36,21,15,5,10,15,12,3,53,51,21,6,24,1,0.0,0.0,1.0,1900.0,2007.0,22.556471911340836,42.0
G060075006100010022016,2016,37.7132283,-122.38469939999999,357442.0,0.0,0.0,1.0,2.0,5.0,0.0,3.0,2.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002320020052016,2016,37.726825899999994,-122.3874571,17174.0,0.0,0.0,9.0,0.0,43.0,0.0,2.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.0,1960.0,1986.0,9.356167954236335,12.0
G060075002320020072016,2016,37.7255722,-122.3885842,17272.0,2.0,0.0,15.0,0.0,27.0,0.0,1.0,0.0,1963.666666666667,436391.66666666674,1.0,4096.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0.0,1.0,0.0,1960.0,1989.0,11.691724790270632,8.0
G060075002340010072016,2016,37.724323999999996,-122.3897102,17170.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2.0,1.0,1961.0,1979.0,6.102302453836209,7.0
G060075002340020052016,2016,37.7207678,-122.3901101,16892.0,0.0,0.0,0.0,0.0,37.0,0.0,3.0,0.0,1947.904761904762,155231.47619047618,0.9523809523809524,2507.583333333333,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.9047619047619048,0.0,0.0,0.0,0.023809523809523808,0.9761904761904762,0.0,220,36,70,0,27,17,62,8,50,45,25,20,4,16,5,3,2,52,50,22,6,22,1,0.0,0.0,1.0,1904.0,2008.0,30.371007023687078,46.0
G060075002340020012016,2016,37.7229472,-122.38812479999999,34441.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1900.0,342348.0,0.0,605.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1900.0,1986.0,28.73151579711731,6.0
G060075002320020162016,2016,37.7270155,-122.3844649,17327.0,0.0,0.0,1.0,0.0,26.0,0.0,0.0,1.0,1943.958333333333,131576.125,0.8333333333333334,2498.625,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.08333333333333333,0.75,0.0,0.0,0.0,0.0,0.9583333333333334,0.04166666666666666,134,18,40,0,15,5,49,7,32,25,11,14,5,9,7,6,1,32,32,12,1,19,1,0.0,2.0,0.0,1900.0,2004.0,29.438483972927994,28.0
G060075002570120212016,2016,37.7356249,-122.40829640000001,2341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002570120322016,2016,37.733173,-122.4105399,37719.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1944.2790697674413,166761.72093023255,1.0,1992.1162790697674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9767441860465116,0.02325581395348837,218,21,11,0,163,0,23,0,57,50,30,20,4,16,7,4,3,62,57,17,19,21,1,0.0,0.0,0.0,1928.0,1965.0,11.277429130853347,48.0
G060075002300110182016,2016,37.737232,-122.40625220000001,16718.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1967.0,1997.0,16.161683080669533,5.0
G060075002510030472016,2016,37.737865,-122.4079491,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002510030432016,2016,37.738792600000004,-122.40699380000001,2120.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,4.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075006140010222016,2016,37.751611600000004,-122.40316979999999,742.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002280220052016,2016,37.7569324,-122.4072196,14383.0,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1911.264705882353,323340.32352941175,2.4411764705882355,2541.705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.4705882352941176,0.0,0.0,0.0,0.0,1.0,0.0,245,127,21,0,12,0,65,20,93,44,34,10,5,5,49,21,28,99,93,24,3,66,1,0.0,0.0,1.0,1890.0,1999.0,21.835985354690514,40.0
G060075006140020132016,2016,37.7546289,-122.39198190000002,1060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075001770010232016,2016,37.7665364,-122.40515159999998,2613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002260010232016,2016,37.761098100000005,-122.3891149,10840.0,0.0,0.0,11.0,0.0,23.0,0.0,0.0,1.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,2.0,1926.0,2014.0,34.55361603294771,7.0
G060075004280020042016,2016,37.7870304,-122.48970929999999,1732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075004770110092016,2016,37.7799686,-122.4874122,1220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075004770110052016,2016,37.7800649,-122.485266,1288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075004770120082016,2016,37.7802114,-122.482056,1279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075006010011762016,2016,37.7874205,-122.4740111,7299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075098060010172016,2016,37.727718100000004,-122.3707047,5216.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002550060242016,2016,37.7273218,-122.44377479999999,12963.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1935.9615384615383,183776.76923076922,1.0,2215.192307692308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,124,38,0,2,70,0,5,9,36,24,20,4,2,2,12,8,4,36,36,23,6,7,1,0.0,0.0,0.0,1917.0,2003.0,29.07882008916076,36.0
G060075002550060262016,2016,37.723335799999994,-122.4475873,16448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,1.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003120220022016,2016,37.7216269,-122.44825490000001,715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002300110032016,2016,37.7395838,-122.39994170000001,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002630230192016,2016,37.7088401,-122.4265035,8852.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,105,25,10,0,52,0,9,9,43,29,20,9,3,6,14,12,2,47,43,33,3,7,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075006010011692016,2016,37.7985474,-122.4747565,10831.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,22,13,0,0,2,0,0,7,5,5,5,0,0,0,0,0,0,5,5,0,0,5,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002560010072016,2016,37.7315041,-122.4256355,1931.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003300040152016,2016,37.7344532,-122.49000459999999,15061.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1948.0357142857144,402101.9642857143,1.0,3560.914285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,80,43,0,1,28,0,4,4,29,22,19,3,3,0,7,6,1,30,29,17,4,8,1,0.0,0.0,0.0,1928.0,1950.0,5.353696756963092,30.0
G060075003300050042016,2016,37.7414795,-122.49009099999999,19650.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1931.1739130434785,252270.2391304348,1.1521739130434785,2829.896739130435,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.06521739130434782,0.8913043478260869,0.0,0.0,0.0,0.0,1.0,0.0,153,40,0,0,111,0,1,1,45,35,30,5,1,4,10,7,3,47,45,28,10,7,1,0.0,0.0,1.0,1907.0,2006.0,17.77284981549929,47.0
G060075003290140022016,2016,37.743442,-122.488077,19621.0,0.0,1.0,2.0,0.0,11.0,0.0,0.0,0.0,1932.4680851063831,249705.51063829788,1.2978723404255321,2886.627659574468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1702127659574468,0.8297872340425532,0.0,0.0,0.0,0.0,1.0,0.0,209,67,3,1,126,0,4,8,70,47,35,12,5,7,23,13,10,77,70,21,10,39,1,0.0,0.0,0.0,1919.0,1977.0,10.608586613167578,48.0
G060075003290140002016,2016,37.7435356,-122.4859362,19629.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1930.6511627906975,227969.95348837212,1.162790697674419,3038.755813953489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13953488372093026,0.8604651162790697,0.0,0.0,0.0,0.02325581395348837,0.9767441860465116,0.0,140,31,2,0,100,0,4,3,45,32,22,10,6,4,13,7,6,50,45,17,11,17,1,0.0,0.0,0.0,1921.0,1963.0,9.557534443906793,45.0
G060075003300040052016,2016,37.734699,-122.485441,6049.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1944.142857142857,433744.1428571429,1.0,4327.571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25,9,0,0,16,0,0,0,7,7,5,2,0,2,0,0,0,7,7,5,2,0,1,0.0,0.0,0.0,1935.0,1950.0,5.249149590988192,8.0
G060075003280210052016,2016,37.75123060000001,-122.4810998,19636.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1942.132075471698,242453.35849056602,1.0,2580.2028301886794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,136,43,0,0,88,0,1,4,57,33,27,6,4,2,24,20,4,63,57,19,17,21,1,0.0,0.0,0.0,1940.0,1951.0,2.329061678420468,53.0
G060075003280110032016,2016,37.7475945,-122.478695,19627.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1929.4807692307693,219416.11538461535,1.0384615384615383,2767.5201923076925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019230769230769232,0.9807692307692308,0.0,0.0,0.0,0.0,1.0,0.0,199,47,0,0,138,0,7,7,59,43,31,12,2,10,16,10,6,61,59,25,13,21,1,0.0,0.0,0.0,1927.0,1941.0,3.140440737242543,52.0
G060075003260230002016,2016,37.7570131,-122.4772152,19267.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,224,140,6,0,64,1,2,11,150,31,27,4,1,3,119,110,9,158,150,20,4,126,1,0.0,0.0,0.0,2001.0,2002.0,0.3834824944237085,18.0
G060075003030210112016,2016,37.755199100000006,-122.4759497,17527.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1932.4489795918369,255956.18367346935,1.3469387755102042,2558.3469387755104,0.0,0.0,0.0,0.020408163265306117,0.0,0.0,0.0,0.1020408163265306,0.8775510204081632,0.0,0.0,0.0,0.0,0.979591836734694,0.020408163265306117,189,59,0,0,117,1,7,5,69,46,34,12,3,9,23,14,9,76,69,27,9,33,1,0.0,0.0,0.0,1900.0,1974.0,15.798287386730864,49.0
G060075003030140032016,2016,37.7582635,-122.47327390000001,17899.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1945.1,305108.06666666665,1.0,2995.686666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,109,54,3,0,50,0,2,0,41,30,28,2,0,2,11,7,4,42,41,25,12,4,1,0.0,0.0,0.0,1936.0,1971.0,14.03067197598042,41.0
G060075003280110052016,2016,37.747689,-122.4765575,19452.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,1937.84375,258352.65625,1.09375,2810.609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.96875,0.0,0.0,0.0,0.0,1.0,0.0,128,34,0,0,89,0,5,0,43,29,25,4,1,3,14,9,5,47,43,14,7,22,1,0.0,0.0,0.0,1925.0,1975.0,12.204182213162158,36.0
G060075003030230172016,2016,37.7521903,-122.47058229999999,1208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075003280120042016,2016,37.743723700000004,-122.481651,19620.0,0.0,0.0,2.0,0.0,80.0,0.0,1.0,0.0,1933.842105263158,333190.76315789466,1.6578947368421053,2878.7855263157894,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.42105263157894735,0.5526315789473685,0.0,0.0,0.0,0.0,1.0,0.0,198,119,1,0,57,0,9,12,76,41,32,9,3,6,35,19,16,85,76,16,4,56,1,0.0,0.0,0.0,1900.0,1992.0,14.914720803012926,42.0
G060075003070030122016,2016,37.7365347,-122.45732029999999,38833.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1955.9259259259256,273335.1481481481,1.0,3561.6296296296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,124,71,6,1,24,0,10,12,51,35,30,5,2,3,16,8,8,54,51,32,10,9,1,0.0,0.0,0.0,1935.0,1993.0,10.047771985510796,54.0
G060075003010220032016,2016,37.7544769,-122.45707240000002,11177.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1959.0,453714.53846153844,1.0,3544.5384615384614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,47,22,3,0,16,0,0,6,19,12,10,2,1,1,7,4,3,19,19,11,5,3,1,0.0,0.0,0.0,1959.0,1959.0,0.0,19.0
G060075003050010082016,2016,37.75334229999999,-122.4474248,12335.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1928.932712128064,264253.3584539845,2.124363624564893,2762.543573745633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1911.4596235579843,1975.5464480874316,17.93240287074336,29.77130135600081
G060075002130020112016,2016,37.7487966,-122.4420814,8075.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1948.0,444170.1,1.0,2125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,61,55,1,0,4,0,1,0,29,12,11,1,0,1,17,7,10,29,29,23,1,5,1,0.0,0.0,0.0,1948.0,1987.0,18.76243447339454,20.0
G060075003060020142016,2016,37.7425622,-122.4560429,11444.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1948.1818181818185,256455.0,1.0,2397.3636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,25,14,0,0,11,0,0,0,12,8,8,0,0,0,4,3,1,12,12,9,1,2,1,0.0,0.0,0.0,1947.0,1949.0,0.5773502691896107,13.0
G060075006100020072016,2016,37.7121957,-122.3974029,16225.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1938.0256410256409,185721.89743589747,1.0,2741.0256410256407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,137,23,13,0,82,0,13,6,44,25,15,10,4,6,19,17,2,46,44,22,7,15,1,0.0,0.0,0.0,1931.0,1947.0,4.75987502529318,40.0
G060075006100020062016,2016,37.714066700000004,-122.3986781,20833.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1996.8181818181815,283831.0909090909,1.0,1401.2727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,152,1,6,0,141,0,0,4,41,30,21,9,5,4,11,5,6,86,41,34,4,3,1,0.0,0.0,0.0,1996.0,2008.0,5.578810188841623,37.0
G060075006100020222016,2016,37.7113209,-122.39607020000001,4861.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1964.0,174269.66666666663,1.0,2868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9,0,0,0,5,0,4,0,3,2,2,0,0,0,1,0,1,3,3,1,1,1,1,0.0,0.0,0.0,1964.0,1964.0,0.0,3.0
G060075002340010292016,2016,37.7193354,-122.3942061,17455.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1931.2631578947367,153111.8947368421,1.0,2498.421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.05263157894736842,0.9210526315789472,0.0,0.0,0.0,0.0,0.9473684210526316,0.05263157894736842,197,46,53,1,46,1,36,14,39,32,17,15,7,8,7,2,5,43,39,22,4,13,1,0.0,0.0,1.0,1900.0,2006.0,33.4264836577998,44.0
G060075006100020042016,2016,37.7124269,-122.39923370000001,13157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1937.757575757576,172301.63636363635,1.0,2808.86303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,142,25,13,0,86,0,9,9,36,34,25,9,3,6,2,1,1,37,36,18,9,9,1,0.0,0.0,0.0,1914.0,1990.0,20.051360078513795,34.0
G060075002320010002016,2016,37.7309919,-122.39143590000002,8114.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1934.0,154940.2857142857,2.0,2630.0714285714284,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.5714285714285714,0.2857142857142857,0.0,0.0,0.0,0.0,1.0,0.0,67,1,36,0,8,6,13,3,20,16,8,8,1,7,4,3,1,21,20,3,5,12,1,0.0,0.0,0.0,1900.0,1975.0,27.290675191005267,15.0
G060075002320010152016,2016,37.7272577,-122.3898902,17295.0,0.0,0.0,5.0,0.0,26.0,0.0,0.0,0.0,1938.2727272727273,123682.54545454546,0.7272727272727273,2916.909090909091,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.09090909090909093,0.0,0.6363636363636364,0.0,0.0,0.0,0.09090909090909093,0.8181818181818182,0.09090909090909093,35,4,21,0,9,0,1,0,9,8,5,3,0,3,1,0,1,9,9,5,2,2,1,1.0,1.0,0.0,1906.0,2005.0,30.79287396389828,24.0
